Scan_ID,Conds,Group,ROI_FF_Mcond_r01_spl_l,ROI_FF_Mcond_r02_spl_r,ROI_FF_Mcond_r03_fef_l,ROI_FF_Mcond_r04_fef_r,ROI_FF_Mcond_r05_tpj_l,ROI_FF_Mcond_r06_tpj_r,ROI_FF_Mcond_r07_vfc_l,ROI_FF_Mcond_r08_vfc_r,ROI_FF_Mcond_r09_dacc_l,ROI_FF_Mcond_r10_dacc_r,ROI_FF_Mcond_r11_ai_l,ROI_FF_Mcond_r12_ai_r,ROI_FF_Mcond_r13_lo_l,ROI_FF_Mcond_r14_lo_r,ROI_FF_Mcond_r15_cuneus_b
16-08-04.3CBDPC,c2O,2,5.86E+00,6.84E+00,-8.08E-01,2.65E+00,5.56E+00,1.84E+00,5.86E+00,7.49E+00,-8.75E-01,-6.14E+00,1.21E+00,-2.97E-01,-3.12E+00,-3.82E+00,-7.66E+00
17-07-29.2CBDPC,c2O,2,1.07E+01,8.74E-01,2.73E+00,-1.47E+00,-1.73E+01,-6.18E+00,-4.66E+00,-9.32E+00,-3.94E+00,3.36E+00,1.55E+00,2.13E+00,7.70E+00,4.72E+00,1.57E+00
16-11-20.2CBDPC,c2O,2,-3.24E+00,-5.89E+00,5.49E+00,3.00E+00,-1.16E+01,-5.54E+00,-5.34E-01,-4.76E+00,-4.22E+00,6.65E-01,-2.97E+00,-4.47E-01,-5.71E+00,-7.99E+00,-5.83E+00
16-12-25.3CBDHC,c2O,2,2.86E+00,2.33E+00,-3.39E+00,-4.11E+00,4.13E+00,-4.92E+00,5.98E+00,5.95E+00,-4.59E+00,2.18E+00,8.54E-01,-3.08E+00,-6.17E+00,-2.54E+00,-9.46E+00
16-09-17.2CBDPC,c2O,2,-1.29E+01,-3.80E+00,-5.15E-01,-6.73E+00,1.87E+01,1.01E+01,1.03E+01,5.08E+00,1.68E+01,1.02E+01,1.40E+01,1.61E+01,2.92E+00,9.66E-01,6.06E+00
17-01-15.3CBDHC,c2O,2,2.81E+01,2.89E+01,2.23E+01,1.61E+01,1.56E+01,9.69E+00,9.04E+00,2.02E+01,8.02E+00,9.18E+00,5.03E+00,4.69E+00,3.65E+01,2.39E+01,3.93E+01
16-08-07.2CBDPC,c2O,2,6.20E+00,-5.37E-01,1.11E+01,2.68E+00,1.23E+01,1.61E+01,1.45E+01,4.85E+00,5.82E+00,-6.52E-01,7.56E+00,2.92E+00,5.71E+00,2.46E+00,1.25E+00
16-12-04.2CBDHC,c2O,2,-1.66E+01,-9.97E+00,-9.18E+00,-2.72E+00,-2.45E+01,-2.13E+01,-3.07E+00,-3.49E+00,7.10E+00,5.29E+00,3.04E+00,3.14E+00,-5.34E+00,-5.16E+00,-9.33E+00
16-12-25.3CBDPC,c2O,2,6.93E+00,7.98E+00,-1.59E+00,-5.51E-01,-1.27E+01,-1.80E+01,8.77E+00,6.19E+00,2.26E+00,-8.80E-01,3.61E+00,-6.75E-01,9.02E+00,7.94E+00,-4.19E+00
16-11-27.2CBDPC,c2O,2,-9.58E+00,-9.83E+00,-1.58E+01,-1.82E+01,-1.47E+01,-1.59E+01,-1.10E+01,-1.90E+01,-2.48E+01,-2.43E+01,-9.70E+00,-1.28E+01,-1.27E+01,-1.25E+01,-8.23E+00
16-08-15.1CBDPC,c2O,2,8.11E+00,5.11E+00,3.13E+00,1.33E+00,7.11E+00,-1.21E+01,6.43E+00,6.56E-01,-7.44E-01,-5.04E+00,-1.81E+00,-6.41E+00,1.06E+01,8.94E+00,6.14E+00
16-12-24.1CBDHC,c2O,2,1.99E+00,6.00E+00,9.09E-01,8.14E+00,1.20E+01,4.23E+00,7.39E-01,9.21E+00,-1.13E-02,2.89E+00,6.53E+00,4.24E+00,9.13E+00,9.17E+00,1.33E+01
16-12-10.1CBDHC,c2O,2,2.68E+01,2.24E+01,1.48E+01,8.31E+00,1.33E+01,1.48E+01,1.90E+01,9.13E+00,2.69E+01,2.45E+01,2.22E+01,1.19E+01,2.77E+01,2.60E+01,1.60E+01
16-08-28.3CBDPC,c2O,2,1.54E+01,2.21E+01,1.42E+01,1.72E+01,3.97E+00,1.85E+01,1.26E+01,3.28E+00,-8.19E+00,-7.67E+00,4.22E+00,5.50E+00,1.07E+01,1.38E+01,8.50E+00
16-09-03.5CBDPC,c2O,2,2.72E+01,2.78E+01,1.75E+01,9.75E+00,2.46E+01,1.31E+01,2.61E+01,2.08E+01,2.32E+00,1.40E+01,7.43E+00,9.57E+00,1.70E+01,1.00E+01,-4.87E+00
16-08-30.4CBDPC,c2O,2,3.60E+00,4.24E+00,5.31E+00,4.36E+00,-5.67E+00,-1.05E+01,2.53E+00,5.06E+00,2.88E+00,1.17E+00,3.42E-01,1.88E+00,-1.81E+00,-9.07E-01,7.02E+00
16-08-04.2CBDPC,c2O,2,-4.27E+00,-5.13E+00,1.78E+00,-8.73E-01,-1.21E+01,-1.69E+01,-3.02E+00,-8.72E+00,-8.26E+00,-1.14E+01,-4.28E+00,-6.37E+00,-1.16E+01,-1.56E+01,-1.33E+01
16-08-15.2CBDPC,c2O,2,6.20E+00,1.21E+01,9.41E+00,6.58E+00,-1.58E+01,1.67E+00,8.66E+00,2.47E+00,2.05E-01,3.34E+00,-8.21E+00,-4.23E+00,1.59E+00,4.26E+00,-8.82E+00
17-04-16.5CBDPC,c2O,2,3.42E+00,9.49E-01,2.17E+00,1.14E+00,2.19E+00,1.50E+00,-9.28E+00,-1.18E+01,4.18E+00,9.60E+00,-1.57E+00,-9.64E-01,-4.93E+00,-5.78E+00,-4.73E+00
16-11-26.3CBDHC,c2O,2,-2.72E+01,-2.79E+01,6.24E+00,-1.55E-01,-1.36E+00,3.08E+00,-4.54E+00,1.18E+00,-3.89E+01,-1.45E+01,-8.92E+00,-1.63E+01,-1.40E+01,-2.27E+01,-4.98E+01
16-12-24.3CBDHC,c2O,2,-7.92E+00,-3.73E+00,8.21E-02,-2.39E-01,-1.86E+01,-4.17E+00,6.31E+00,1.51E+00,-1.68E+01,-1.95E+01,-6.08E+00,-2.28E+00,-2.06E+01,-1.49E+01,-9.72E+00
16-11-20.2CBDHC,c2O,2,5.95E+00,6.71E+00,-3.22E+00,-3.29E+00,-1.38E+01,-2.42E+01,-1.96E+01,-1.29E+01,-1.34E+01,-6.38E+00,5.04E+00,6.98E+00,7.42E+00,7.18E+00,1.36E+01
17-04-08.1CBDPC,c2O,2,2.00E+01,1.06E+01,3.14E+00,1.31E+01,-2.19E+01,-1.46E+01,1.39E+01,-6.35E+00,-1.08E+01,-8.68E+00,-7.89E+00,-7.71E+00,-8.65E+00,-6.29E+00,6.33E+00
16-12-25.2CBDHC,c2O,2,3.28E+01,3.93E+01,2.23E+01,2.96E+01,2.18E+01,2.09E+01,2.49E+01,2.16E+01,1.79E+01,2.25E+01,1.79E+01,1.78E+01,2.93E+01,2.42E+01,1.95E+01
16-08-26.3CBDPC,c2O,2,1.04E-01,1.42E+00,2.13E+00,1.18E+00,1.75E+00,1.29E+00,-8.53E+00,-4.77E+00,-4.93E+00,-1.55E+01,-1.04E+01,-1.10E+01,-2.55E+00,-2.78E+00,-7.08E+00
17-01-15.3CBDPC,c2O,2,-1.11E+01,-9.74E+00,-4.38E+00,-6.87E+00,5.03E+00,-1.01E+01,-9.67E-01,-1.12E+01,-9.97E+00,-2.18E+00,1.86E+00,-1.63E-01,-1.31E+01,-7.03E+00,-1.34E+01
17-01-12.2CBDHC,c2O,2,-2.24E+00,-5.73E+00,2.85E+00,3.57E+00,3.93E+00,2.61E-01,-7.49E+00,-3.97E+00,-6.00E+00,1.14E+01,1.17E+00,4.81E+00,-1.64E+01,-5.05E+00,-1.13E+01
16-12-25.1CBDPC,c2O,2,5.55E+00,7.86E+00,9.35E-01,3.45E+00,-6.92E+00,-7.43E+00,5.91E+00,5.65E+00,1.55E+00,3.32E-01,2.50E+00,4.81E+00,1.19E+00,5.00E+00,1.85E+00
16-12-31.1CBDPC,c2O,2,2.12E+00,5.64E+00,2.20E+01,1.16E+01,1.23E+01,1.90E+01,6.63E+00,6.27E+00,1.27E+01,2.14E+01,2.07E+01,1.75E+01,6.30E+00,5.03E+00,7.67E+00
16-07-31.2CBDPC,c2O,2,2.43E+00,-1.37E+00,5.64E+00,5.96E+00,1.43E+01,1.64E+01,4.77E+00,7.55E+00,9.90E+00,8.36E+00,1.00E+01,1.05E+01,-9.63E+00,-8.51E+00,-6.93E+00
16-11-26.3CBDPC,c2O,2,2.25E+01,3.19E+01,1.43E+01,1.33E+01,1.87E+01,1.94E+01,1.94E+01,1.32E+01,3.24E+00,-1.64E+00,9.55E+00,5.53E+00,2.05E+01,1.81E+01,9.23E+00
16-08-26.1CBDPC,c2O,2,3.00E+00,7.85E+00,6.14E+00,8.87E+00,1.80E+01,2.45E+01,-4.85E+00,-9.70E+00,3.55E+00,1.32E+01,1.46E+00,9.94E-01,5.25E+00,3.52E+00,1.06E+01
16-07-28.2CBDPC,c2O,2,-2.18E+01,-2.66E+01,-1.20E+01,-1.51E+01,-2.59E+01,-2.89E+01,-1.34E+01,-2.61E+01,-2.71E+01,-3.28E+01,-2.87E+01,-2.34E+01,-3.15E+01,-3.01E+01,-2.67E+01
16-08-21.2CBDPC,c2O,2,-1.94E+00,1.73E+00,-8.44E+00,-7.04E+00,7.55E+00,6.79E+00,2.04E+00,3.96E+00,-3.74E-01,-2.76E-01,3.92E+00,1.25E+00,1.85E+00,4.75E+00,5.19E+00
17-04-30.2CBDHC,c2O,2,1.76E+01,1.98E+01,1.49E+01,1.44E+01,1.92E+01,2.28E+01,1.11E+01,7.52E+00,7.31E+00,9.11E+00,2.98E+00,5.53E+00,1.11E+01,1.13E+01,-3.43E+00
16-08-06.2CBDPC,c2O,2,2.87E+01,2.78E+01,1.83E+01,2.07E+01,-8.37E+00,1.87E+00,2.46E+01,1.80E+01,3.31E+00,-2.33E+00,-3.13E+00,-4.45E+00,2.01E+00,-1.66E+00,-2.08E+01
17-07-27.2CBDPC,c2O,2,1.21E+01,6.50E+00,1.24E+01,8.50E+00,-1.23E+01,-9.32E+00,6.50E+00,1.10E+01,3.35E+00,9.91E+00,3.74E+00,2.03E+00,-1.04E+00,-1.01E+00,-8.10E-02
16-11-13.3CBDPC,c2O,2,8.47E+00,1.04E+01,7.84E+00,8.62E+00,-4.41E-01,-2.65E+00,6.19E+00,1.16E+01,-5.58E+00,-4.54E-01,1.11E+00,2.16E+00,-4.33E+00,1.88E+00,-1.07E+00
